1	0.11204252143700917
2	0.08343641873863009
3	0.07261126860976219
4	0.05894495464033551
5	0.03916874429624942
6	0.04157462384965685
7	0.03251257362878985
8	0.025737474413795605
9	0.023630902636796236
10	0.035180352369530335
11	0.02244801912456751
12	0.023914625454280112
13	0.03287026482737727
14	0.018478512867457338
15	0.015438063173658319
16	0.022660031190348998
17	0.015343551420503192
18	0.015661078712178603
19	0.023618883763750393
20	0.019473866145643923
21	0.014538642976226078
22	0.014847416016790602
23	0.011792301355550686
24	0.01598135262934698
25	0.01579884926064147
26	0.017476646850506466
27	0.01591804649473892
28	0.01215079085280498
29	0.01666979646931092
30	0.017597561805612512
31	0.014418048835876916
32	0.011866924197723469
33	0.011038466408434842
34	0.01135199423879385
35	0.00868796487338841
36	0.015256052991996208
37	0.009173068580114178
38	0.009408412915137079
39	0.012680734404259257
40	0.013283840587569607
41	0.013435266498062346
42	0.01567295002233651
43	0.01690249067420761
44	0.010918397197706832
45	0.012049809770865573
46	0.013029298020733727
47	0.008890442136261199
48	0.011885099682129092
49	0.012991996119833656
50	0.008931481512263417
